Commodities,Countries,Country Subcode,Rate Provision,District,Time,Customs Value (Gen) ($US) (Default Member),Customs Value (Cons) ($US),Quantity 1 (Gen),Quantity 1 (Cons),Quantity 2 (Gen),Quantity 2 (Cons),Card Count,Dutiable Value ($US),CIF Value (Gen) ($US),CIF Value (Cons) ($US),Calculated Duty($US),Customs Unit Value (Gen),Customs Unit Value (Cons)
"8108 Titanium & Articles Thereof, Includ Waste & Scrap",Indonesia,All Country Subcodes,All Rate Provisions,All Districts,2008,46152,46152.0,,,,,,,,,,,
"7110 Platinum, Unwrought, Semimfr Forms Or In Powder Fm",Thailand,All Country Subcodes,All Rate Provisions,All Districts,2005,25314,25314.0,,,,,,,,,,,
"8105 Cobalt Mattes Etc, Cobalt & Art, Inc Waste & Scrap",Taiwan,All Country Subcodes,All Rate Provisions,All Districts,2006,137358,137358.0,,,,,,,,,,,
7225 Fl-rl Alloy Steel Nesoi Nun 600mm Wide,"Korea, South",All Country Subcodes,All Rate Provisions,All Districts,2005,19637824,19637824.0,,,,,,,,,,,
"8112 Beryllium,chromium,hafnium,rhenium Etc & Articles",Japan,All Country Subcodes,All Rate Provisions,All Districts,2009,5363758,5363758.0,,,,,,,,,,,
"8108 Titanium & Articles Thereof, Includ Waste & Scrap",Taiwan,All Country Subcodes,All Rate Provisions,All Districts,2004,5053946,5053946.0,,,,,,,,,,,
"8105 Cobalt Mattes Etc, Cobalt & Art, Inc Waste & Scrap",Thailand,All Country Subcodes,All Rate Provisions,All Districts,2010,145236,145236.0,,,,,,,,,,,
"7110 Platinum, Unwrought, Semimfr Forms Or In Powder Fm",Malaysia,All Country Subcodes,All Rate Provisions,All Districts,2010,2471,2471.0,,,,,,,,,,,
"7110 Platinum, Unwrought, Semimfr Forms Or In Powder Fm",Taiwan,All Country Subcodes,All Rate Provisions,All Districts,2009,3867410,3867410.0,,,,,,,,,,,
"3910 Silicones, In Primary Forms",Japan,All Country Subcodes,All Rate Provisions,All Districts,2002,58478673,57482902.0,,,,,,,,,,,
2614 Titanium Ores And Concentrates,Malaysia,All Country Subcodes,All Rate Provisions,All Districts,2007,2426300,2426300.0,,,,,,,,,,,
3801 Artificial Graphite; Collodial Graphite & Prep Etc,"Korea, South",All Country Subcodes,All Rate Provisions,All Districts,2007,397757,397757.0,,,,,,,,,,,
"7110 Platinum, Unwrought, Semimfr Forms Or In Powder Fm",Taiwan,All Country Subcodes,All Rate Provisions,All Districts,2008,736044,736044.0,,,,,,,,,,,
"7110 Platinum, Unwrought, Semimfr Forms Or In Powder Fm",Hong Kong,All Country Subcodes,All Rate Provisions,All Districts,2008,428157,428157.0,,,,,,,,,,,
7226 Fl-rl Alloy Steel Nesoi Un 600mm Wide,Taiwan,All Country Subcodes,All Rate Provisions,All Districts,2010,4742175,4742175.0,,,,,,,,,,,
"7110 Platinum, Unwrought, Semimfr Forms Or In Powder Fm",Japan,All Country Subcodes,All Rate Provisions,All Districts,2001,135477601,,,,,,,,,,,,
2820 Manganese Oxides,Japan,All Country Subcodes,All Rate Provisions,All Districts,2003,3613425,3613425.0,,,,,,,,,,,
"8105 Cobalt Mattes Etc, Cobalt & Art, Inc Waste & Scrap",Taiwan,All Country Subcodes,All Rate Provisions,All Districts,2009,124465,124465.0,,,,,,,,,,,
"8105 Cobalt Mattes Etc, Cobalt & Art, Inc Waste & Scrap",Indonesia,All Country Subcodes,All Rate Provisions,All Districts,2008,52272,52272.0,,,,,,,,,,,
"3910 Silicones, In Primary Forms","Korea, South",All Country Subcodes,All Rate Provisions,All Districts,2007,3296812,3296812.0,,,,,,,,,,,
"3910 Silicones, In Primary Forms",Hong Kong,All Country Subcodes,All Rate Provisions,All Districts,2002,22772,22772.0,,,,,,,,,,,
"7110 Platinum, Unwrought, Semimfr Forms Or In Powder Fm",Philippines,All Country Subcodes,All Rate Provisions,All Districts,2003,327254,327254.0,,,,,,,,,,,
"3910 Silicones, In Primary Forms",Japan,All Country Subcodes,All Rate Provisions,All Districts,2006,72580176,71777893.0,,,,,,,,,,,
3801 Artificial Graphite; Collodial Graphite & Prep Etc,Indonesia,All Country Subcodes,All Rate Provisions,All Districts,2007,177992,177992.0,,,,,,,,,,,
7226 Fl-rl Alloy Steel Nesoi Un 600mm Wide,Taiwan,All Country Subcodes,All Rate Provisions,All Districts,2002,968907,968907.0,,,,,,,,,,,
"8112 Beryllium,chromium,hafnium,rhenium Etc & Articles",Japan,All Country Subcodes,All Rate Provisions,All Districts,2005,38435333,38435333.0,,,,,,,,,,,
"8112 Beryllium,chromium,hafnium,rhenium Etc & Articles","Korea, South",All Country Subcodes,All Rate Provisions,All Districts,2008,1868479,1868479.0,,,,,,,,,,,
"8112 Beryllium,chromium,hafnium,rhenium Etc & Articles",Indonesia,All Country Subcodes,All Rate Provisions,All Districts,2007,6350,6350.0,,,,,,,,,,,
"8108 Titanium & Articles Thereof, Includ Waste & Scrap",Japan,All Country Subcodes,All Rate Provisions,All Districts,2003,49190924,49190924.0,,,,,,,,,,,
"8111 Manganese And Artcles Thereof, Inc Waste And Scrap",Vietnam,All Country Subcodes,All Rate Provisions,All Districts,2009,190208,190208.0,,,,,,,,,,,
2846 Rare-earth Metal Compounds Of Yttrium Or Scandium,Hong Kong,All Country Subcodes,All Rate Provisions,All Districts,2004,382264,382264.0,,,,,,,,,,,
2846 Rare-earth Metal Compounds Of Yttrium Or Scandium,Japan,All Country Subcodes,All Rate Provisions,All Districts,2010,27570454,22985029.0,,,,,,,,,,,
8110 Antimony And Artcls Throf Incl Waste And Scrap,Japan,All Country Subcodes,All Rate Provisions,All Districts,2001,486228,,,,,,,,,,,,
"8108 Titanium & Articles Thereof, Includ Waste & Scrap",Japan,All Country Subcodes,All Rate Provisions,All Districts,2008,156849678,156849678.0,,,,,,,,,,,
3801 Artificial Graphite; Collodial Graphite & Prep Etc,Hong Kong,All Country Subcodes,All Rate Provisions,All Districts,2005,29811,29811.0,,,,,,,,,,,
"3910 Silicones, In Primary Forms",Malaysia,All Country Subcodes,All Rate Provisions,All Districts,2003,4200,4200.0,,,,,,,,,,,
"3910 Silicones, In Primary Forms",Japan,All Country Subcodes,All Rate Provisions,All Districts,2007,96223159,95454753.0,,,,,,,,,,,
"8112 Beryllium,chromium,hafnium,rhenium Etc & Articles",Japan,All Country Subcodes,All Rate Provisions,All Districts,2007,15702984,15702984.0,,,,,,,,,,,
"3910 Silicones, In Primary Forms",Singapore,All Country Subcodes,All Rate Provisions,All Districts,2005,23956,23956.0,,,,,,,,,,,
3801 Artificial Graphite; Collodial Graphite & Prep Etc,"Korea, South",All Country Subcodes,All Rate Provisions,All Districts,2008,267338,267338.0,,,,,,,,,,,
"7110 Platinum, Unwrought, Semimfr Forms Or In Powder Fm",Thailand,All Country Subcodes,All Rate Provisions,All Districts,2009,9554,9554.0,,,,,,,,,,,
"3910 Silicones, In Primary Forms",Japan,All Country Subcodes,All Rate Provisions,All Districts,2009,106437230,99757478.0,,,,,,,,,,,
7225 Fl-rl Alloy Steel Nesoi Nun 600mm Wide,Taiwan,All Country Subcodes,All Rate Provisions,All Districts,2010,3074808,3074808.0,,,,,,,,,,,
"8112 Beryllium,chromium,hafnium,rhenium Etc & Articles",Singapore,All Country Subcodes,All Rate Provisions,All Districts,2002,30079,30079.0,,,,,,,,,,,
2846 Rare-earth Metal Compounds Of Yttrium Or Scandium,Malaysia,All Country Subcodes,All Rate Provisions,All Districts,2002,3766,3766.0,,,,,,,,,,,
8110 Antimony And Artcls Throf Incl Waste And Scrap,Japan,All Country Subcodes,All Rate Provisions,All Districts,2003,91902,91902.0,,,,,,,,,,,
7226 Fl-rl Alloy Steel Nesoi Un 600mm Wide,Japan,All Country Subcodes,All Rate Provisions,All Districts,2004,10673031,10113686.0,,,,,,,,,,,
"8111 Manganese And Artcles Thereof, Inc Waste And Scrap",Vietnam,All Country Subcodes,All Rate Provisions,All Districts,2010,3011455,3011455.0,,,,,,,,,,,
"8105 Cobalt Mattes Etc, Cobalt & Art, Inc Waste & Scrap",Japan,All Country Subcodes,All Rate Provisions,All Districts,2004,11565057,11565057.0,,,,,,,,,,,
7226 Fl-rl Alloy Steel Nesoi Un 600mm Wide,Taiwan,All Country Subcodes,All Rate Provisions,All Districts,2005,19136,19136.0,,,,,,,,,,,
"8105 Cobalt Mattes Etc, Cobalt & Art, Inc Waste & Scrap","Korea, South",All Country Subcodes,All Rate Provisions,All Districts,2002,49829,49829.0,,,,,,,,,,,
3801 Artificial Graphite; Collodial Graphite & Prep Etc,Taiwan,All Country Subcodes,All Rate Provisions,All Districts,2006,853706,853706.0,,,,,,,,,,,
"3910 Silicones, In Primary Forms",Taiwan,All Country Subcodes,All Rate Provisions,All Districts,2003,564217,564217.0,,,,,,,,,,,
2614 Titanium Ores And Concentrates,Malaysia,All Country Subcodes,All Rate Provisions,All Districts,2003,4899519,4899519.0,,,,,,,,,,,
"8108 Titanium & Articles Thereof, Includ Waste & Scrap","Korea, South",All Country Subcodes,All Rate Provisions,All Districts,2003,111560,111560.0,,,,,,,,,,,
7225 Fl-rl Alloy Steel Nesoi Nun 600mm Wide,Taiwan,All Country Subcodes,All Rate Provisions,All Districts,2001,2152036,,,,,,,,,,,,
"7110 Platinum, Unwrought, Semimfr Forms Or In Powder Fm",Hong Kong,All Country Subcodes,All Rate Provisions,All Districts,2007,1815495,1815495.0,,,,,,,,,,,
7225 Fl-rl Alloy Steel Nesoi Nun 600mm Wide,Taiwan,All Country Subcodes,All Rate Provisions,All Districts,2009,3094395,3094395.0,,,,,,,,,,,
"7110 Platinum, Unwrought, Semimfr Forms Or In Powder Fm",Thailand,All Country Subcodes,All Rate Provisions,All Districts,2006,149333,149333.0,,,,,,,,,,,
"7110 Platinum, Unwrought, Semimfr Forms Or In Powder Fm",Japan,All Country Subcodes,All Rate Provisions,All Districts,2009,17085560,17085560.0,,,,,,,,,,,
"3910 Silicones, In Primary Forms",Taiwan,All Country Subcodes,All Rate Provisions,All Districts,2008,424639,424639.0,,,,,,,,,,,
"8111 Manganese And Artcles Thereof, Inc Waste And Scrap",Malaysia,All Country Subcodes,All Rate Provisions,All Districts,2001,11112,,,,,,,,,,,,
3801 Artificial Graphite; Collodial Graphite & Prep Etc,Thailand,All Country Subcodes,All Rate Provisions,All Districts,2007,6780,6780.0,,,,,,,,,,,
"8112 Beryllium,chromium,hafnium,rhenium Etc & Articles",Malaysia,All Country Subcodes,All Rate Provisions,All Districts,2005,5835,5835.0,,,,,,,,,,,
"3910 Silicones, In Primary Forms",Taiwan,All Country Subcodes,All Rate Provisions,All Districts,2005,46303,46303.0,,,,,,,,,,,
"8108 Titanium & Articles Thereof, Includ Waste & Scrap",Philippines,All Country Subcodes,All Rate Provisions,All Districts,2009,8500,8500.0,,,,,,,,,,,
"8111 Manganese And Artcles Thereof, Inc Waste And Scrap",Vietnam,All Country Subcodes,All Rate Provisions,All Districts,2008,46350,46350.0,,,,,,,,,,,
"8112 Beryllium,chromium,hafnium,rhenium Etc & Articles",Malaysia,All Country Subcodes,All Rate Provisions,All Districts,2002,12776,12776.0,,,,,,,,,,,
"8105 Cobalt Mattes Etc, Cobalt & Art, Inc Waste & Scrap",Singapore,All Country Subcodes,All Rate Provisions,All Districts,2009,11009,11009.0,,,,,,,,,,,
"7110 Platinum, Unwrought, Semimfr Forms Or In Powder Fm",Taiwan,All Country Subcodes,All Rate Provisions,All Districts,2006,14810,14810.0,,,,,,,,,,,
3801 Artificial Graphite; Collodial Graphite & Prep Etc,"Korea, South",All Country Subcodes,All Rate Provisions,All Districts,2010,470984,470984.0,,,,,,,,,,,
2846 Rare-earth Metal Compounds Of Yttrium Or Scandium,Japan,All Country Subcodes,All Rate Provisions,All Districts,2003,13565432,13565432.0,,,,,,,,,,,
2603 Copper Ores And Concentrates,Indonesia,All Country Subcodes,All Rate Provisions,All Districts,2001,14201112,,,,,,,,,,,,
2614 Titanium Ores And Concentrates,Malaysia,All Country Subcodes,All Rate Provisions,All Districts,2004,2394100,2394100.0,,,,,,,,,,,
"7110 Platinum, Unwrought, Semimfr Forms Or In Powder Fm",Japan,All Country Subcodes,All Rate Provisions,All Districts,2005,30298722,30298722.0,,,,,,,,,,,
2846 Rare-earth Metal Compounds Of Yttrium Or Scandium,"Korea, South",All Country Subcodes,All Rate Provisions,All Districts,2005,65613,65613.0,,,,,,,,,,,
"8112 Beryllium,chromium,hafnium,rhenium Etc & Articles",Philippines,All Country Subcodes,All Rate Provisions,All Districts,2007,10385,10385.0,,,,,,,,,,,
"3910 Silicones, In Primary Forms","Korea, South",All Country Subcodes,All Rate Provisions,All Districts,2005,2017774,2017774.0,,,,,,,,,,,
"8105 Cobalt Mattes Etc, Cobalt & Art, Inc Waste & Scrap",Singapore,All Country Subcodes,All Rate Provisions,All Districts,2008,101847,101847.0,,,,,,,,,,,
"3910 Silicones, In Primary Forms",Japan,All Country Subcodes,All Rate Provisions,All Districts,2010,151003657,148612060.0,,,,,,,,,,,
"8108 Titanium & Articles Thereof, Includ Waste & Scrap",Hong Kong,All Country Subcodes,All Rate Provisions,All Districts,2004,1449235,1449235.0,,,,,,,,,,,
"3910 Silicones, In Primary Forms",Japan,All Country Subcodes,All Rate Provisions,All Districts,2001,55294878,,,,,,,,,,,,
"8105 Cobalt Mattes Etc, Cobalt & Art, Inc Waste & Scrap",Taiwan,All Country Subcodes,All Rate Provisions,All Districts,2008,274962,274962.0,,,,,,,,,,,
3801 Artificial Graphite; Collodial Graphite & Prep Etc,Hong Kong,All Country Subcodes,All Rate Provisions,All Districts,2010,22500,22500.0,,,,,,,,,,,
"3910 Silicones, In Primary Forms",Vietnam,All Country Subcodes,All Rate Provisions,All Districts,2006,11616,11616.0,,,,,,,,,,,
7226 Fl-rl Alloy Steel Nesoi Un 600mm Wide,Japan,All Country Subcodes,All Rate Provisions,All Districts,2009,23353417,23353417.0,,,,,,,,,,,
"8112 Beryllium,chromium,hafnium,rhenium Etc & Articles",Hong Kong,All Country Subcodes,All Rate Provisions,All Districts,2010,3408520,3408520.0,,,,,,,,,,,
3801 Artificial Graphite; Collodial Graphite & Prep Etc,Japan,All Country Subcodes,All Rate Provisions,All Districts,2003,15216075,15216075.0,,,,,,,,,,,
"8108 Titanium & Articles Thereof, Includ Waste & Scrap",Indonesia,All Country Subcodes,All Rate Provisions,All Districts,2005,570834,570834.0,,,,,,,,,,,
"8108 Titanium & Articles Thereof, Includ Waste & Scrap",Taiwan,All Country Subcodes,All Rate Provisions,All Districts,2005,13828897,13828897.0,,,,,,,,,,,
"7110 Platinum, Unwrought, Semimfr Forms Or In Powder Fm",Singapore,All Country Subcodes,All Rate Provisions,All Districts,2001,459392,,,,,,,,,,,,
"8112 Beryllium,chromium,hafnium,rhenium Etc & Articles",Taiwan,All Country Subcodes,All Rate Provisions,All Districts,2002,78665,78665.0,,,,,,,,,,,
"3910 Silicones, In Primary Forms",Thailand,All Country Subcodes,All Rate Provisions,All Districts,2005,21989060,21989060.0,,,,,,,,,,,
8110 Antimony And Artcls Throf Incl Waste And Scrap,Vietnam,All Country Subcodes,All Rate Provisions,All Districts,2005,569000,569000.0,,,,,,,,,,,
"8105 Cobalt Mattes Etc, Cobalt & Art, Inc Waste & Scrap",Japan,All Country Subcodes,All Rate Provisions,All Districts,2006,7910890,7899067.0,,,,,,,,,,,
"8112 Beryllium,chromium,hafnium,rhenium Etc & Articles",Japan,All Country Subcodes,All Rate Provisions,All Districts,2001,4915542,,,,,,,,,,,,
"8105 Cobalt Mattes Etc, Cobalt & Art, Inc Waste & Scrap",Taiwan,All Country Subcodes,All Rate Provisions,All Districts,2001,6150,,,,,,,,,,,,
"8112 Beryllium,chromium,hafnium,rhenium Etc & Articles","Korea, South",All Country Subcodes,All Rate Provisions,All Districts,2001,339414,,,,,,,,,,,,
"8108 Titanium & Articles Thereof, Includ Waste & Scrap","Korea, South",All Country Subcodes,All Rate Provisions,All Districts,2010,2926003,2926003.0,,,,,,,,,,,
"8105 Cobalt Mattes Etc, Cobalt & Art, Inc Waste & Scrap",Singapore,All Country Subcodes,All Rate Provisions,All Districts,2010,117949,117949.0,,,,,,,,,,,
2504 Natural Graphite,"Korea, South",All Country Subcodes,All Rate Provisions,All Districts,2006,5461,5461.0,,,,,,,,,,,
7226 Fl-rl Alloy Steel Nesoi Un 600mm Wide,Japan,All Country Subcodes,All Rate Provisions,All Districts,2010,57988745,57988745.0,,,,,,,,,,,
2846 Rare-earth Metal Compounds Of Yttrium Or Scandium,Taiwan,All Country Subcodes,All Rate Provisions,All Districts,2009,63442,63442.0,,,,,,,,,,,
"2801 Fluorine, Chlorine, Bromine & Iodine","Korea, South",All Country Subcodes,All Rate Provisions,All Districts,2010,151600,151600.0,,,,,,,,,,,
3801 Artificial Graphite; Collodial Graphite & Prep Etc,"Korea, South",All Country Subcodes,All Rate Provisions,All Districts,2004,343093,343093.0,,,,,,,,,,,
7225 Fl-rl Alloy Steel Nesoi Nun 600mm Wide,"Korea, South",All Country Subcodes,All Rate Provisions,All Districts,2003,4242418,4242418.0,,,,,,,,,,,
"8112 Beryllium,chromium,hafnium,rhenium Etc & Articles",Taiwan,All Country Subcodes,All Rate Provisions,All Districts,2003,82703,82703.0,,,,,,,,,,,
8110 Antimony And Artcls Throf Incl Waste And Scrap,Thailand,All Country Subcodes,All Rate Provisions,All Districts,2003,29393,29393.0,,,,,,,,,,,
"8105 Cobalt Mattes Etc, Cobalt & Art, Inc Waste & Scrap",Taiwan,All Country Subcodes,All Rate Provisions,All Districts,2004,265362,265362.0,,,,,,,,,,,
3801 Artificial Graphite; Collodial Graphite & Prep Etc,Japan,All Country Subcodes,All Rate Provisions,All Districts,2010,30159593,30159593.0,,,,,,,,,,,
8110 Antimony And Artcls Throf Incl Waste And Scrap,Taiwan,All Country Subcodes,All Rate Provisions,All Districts,2002,47600,47600.0,,,,,,,,,,,
2846 Rare-earth Metal Compounds Of Yttrium Or Scandium,"Korea, South",All Country Subcodes,All Rate Provisions,All Districts,2010,1949708,330856.0,,,,,,,,,,,
"8112 Beryllium,chromium,hafnium,rhenium Etc & Articles","Korea, South",All Country Subcodes,All Rate Provisions,All Districts,2005,9867884,9867884.0,,,,,,,,,,,
"7110 Platinum, Unwrought, Semimfr Forms Or In Powder Fm",Philippines,All Country Subcodes,All Rate Provisions,All Districts,2002,10748,10748.0,,,,,,,,,,,
2846 Rare-earth Metal Compounds Of Yttrium Or Scandium,Japan,All Country Subcodes,All Rate Provisions,All Districts,2008,28926955,19268777.0,,,,,,,,,,,
3801 Artificial Graphite; Collodial Graphite & Prep Etc,Hong Kong,All Country Subcodes,All Rate Provisions,All Districts,2001,14220,,,,,,,,,,,,
2846 Rare-earth Metal Compounds Of Yttrium Or Scandium,Taiwan,All Country Subcodes,All Rate Provisions,All Districts,2003,7744,7744.0,,,,,,,,,,,
"8108 Titanium & Articles Thereof, Includ Waste & Scrap",Singapore,All Country Subcodes,All Rate Provisions,All Districts,2004,43841,43841.0,,,,,,,,,,,
"8105 Cobalt Mattes Etc, Cobalt & Art, Inc Waste & Scrap","Korea, South",All Country Subcodes,All Rate Provisions,All Districts,2006,264938,264938.0,,,,,,,,,,,
7225 Fl-rl Alloy Steel Nesoi Nun 600mm Wide,Malaysia,All Country Subcodes,All Rate Provisions,All Districts,2005,28595,28595.0,,,,,,,,,,,
"8112 Beryllium,chromium,hafnium,rhenium Etc & Articles","Korea, South",All Country Subcodes,All Rate Provisions,All Districts,2010,298531,298531.0,,,,,,,,,,,
"3910 Silicones, In Primary Forms",Thailand,All Country Subcodes,All Rate Provisions,All Districts,2006,35856903,35856903.0,,,,,,,,,,,
"8105 Cobalt Mattes Etc, Cobalt & Art, Inc Waste & Scrap",Japan,All Country Subcodes,All Rate Provisions,All Districts,2001,7756472,,,,,,,,,,,,
"8112 Beryllium,chromium,hafnium,rhenium Etc & Articles",Japan,All Country Subcodes,All Rate Provisions,All Districts,2003,5468143,5468143.0,,,,,,,,,,,
2846 Rare-earth Metal Compounds Of Yttrium Or Scandium,Hong Kong,All Country Subcodes,All Rate Provisions,All Districts,2008,2987833,2987833.0,,,,,,,,,,,
8110 Antimony And Artcls Throf Incl Waste And Scrap,Japan,All Country Subcodes,All Rate Provisions,All Districts,2007,36033,36033.0,,,,,,,,,,,
"8112 Beryllium,chromium,hafnium,rhenium Etc & Articles",Taiwan,All Country Subcodes,All Rate Provisions,All Districts,2006,279504,279504.0,,,,,,,,,,,
"8111 Manganese And Artcles Thereof, Inc Waste And Scrap","Korea, South",All Country Subcodes,All Rate Provisions,All Districts,2003,77974,77974.0,,,,,,,,,,,
"3910 Silicones, In Primary Forms","Korea, South",All Country Subcodes,All Rate Provisions,All Districts,2004,631316,631316.0,,,,,,,,,,,
3801 Artificial Graphite; Collodial Graphite & Prep Etc,Singapore,All Country Subcodes,All Rate Provisions,All Districts,2010,57117,57117.0,,,,,,,,,,,
8110 Antimony And Artcls Throf Incl Waste And Scrap,Japan,All Country Subcodes,All Rate Provisions,All Districts,2004,60166,60166.0,,,,,,,,,,,
"8108 Titanium & Articles Thereof, Includ Waste & Scrap","Korea, South",All Country Subcodes,All Rate Provisions,All Districts,2001,533292,,,,,,,,,,,,
7225 Fl-rl Alloy Steel Nesoi Nun 600mm Wide,Japan,All Country Subcodes,All Rate Provisions,All Districts,2008,203228802,203228802.0,,,,,,,,,,,
