Commodities,Countries,Time,Customs Value (Gen) ($US) (Default Member),Customs Value (Cons) ($US)
2846 Rare-earth Metal Compounds Of Yttrium Or Scandium,Japan,2004,17647363,17647364.0
7226 Fl-rl Alloy Steel Nesoi Un 600mm Wide,"Korea, South",2003,306999,306999.0
"8112 Beryllium,chromium,hafnium,rhenium Etc & Articles",Taiwan,2004,235190,235190.0
7225 Fl-rl Alloy Steel Nesoi Nun 600mm Wide,"Korea, South",2010,45802007,45802007.0
2614 Titanium Ores And Concentrates,Malaysia,2005,6192500,6192500.0
2820 Manganese Oxides,Hong Kong,2002,129120,129120.0
8110 Antimony And Artcls Throf Incl Waste And Scrap,Vietnam,2004,53000,53000.0
7226 Fl-rl Alloy Steel Nesoi Un 600mm Wide,Taiwan,2007,221092,221092.0
2820 Manganese Oxides,Japan,2005,5827170,5827170.0
"7110 Platinum, Unwrought, Semimfr Forms Or In Powder Fm","Korea, South",2004,5576403,5576403.0
2820 Manganese Oxides,"Korea, South",2007,35700,35700.0
2504 Natural Graphite,Singapore,2009,20650,20650.0
2504 Natural Graphite,Japan,2007,1339599,1339599.0
2846 Rare-earth Metal Compounds Of Yttrium Or Scandium,"Korea, South",2002,46227,46227.0
2846 Rare-earth Metal Compounds Of Yttrium Or Scandium,Hong Kong,2009,5994,5994.0
"8112 Beryllium,chromium,hafnium,rhenium Etc & Articles",Philippines,2001,114653,
2614 Titanium Ores And Concentrates,Malaysia,2010,2617444,2617444.0
"3910 Silicones, In Primary Forms",Thailand,2001,3240,
"8105 Cobalt Mattes Etc, Cobalt & Art, Inc Waste & Scrap",Indonesia,2006,4386,4386.0
2820 Manganese Oxides,Japan,2008,8839548,8839548.0
"7110 Platinum, Unwrought, Semimfr Forms Or In Powder Fm",Hong Kong,2001,13722910,
"8105 Cobalt Mattes Etc, Cobalt & Art, Inc Waste & Scrap",Thailand,2009,27660,27660.0
"8111 Manganese And Artcles Thereof, Inc Waste And Scrap",Hong Kong,2006,23750,23750.0
"3910 Silicones, In Primary Forms",Japan,2008,111199182,109982108.0
"8112 Beryllium,chromium,hafnium,rhenium Etc & Articles",Taiwan,2009,683147,683147.0
"3910 Silicones, In Primary Forms",Singapore,2001,104469,
3801 Artificial Graphite; Collodial Graphite & Prep Etc,Taiwan,2009,144330,144330.0
"7110 Platinum, Unwrought, Semimfr Forms Or In Powder Fm",Hong Kong,2004,299002,299002.0
2846 Rare-earth Metal Compounds Of Yttrium Or Scandium,Taiwan,2008,186313,186313.0
"8112 Beryllium,chromium,hafnium,rhenium Etc & Articles",Malaysia,2008,213285,213285.0
"7110 Platinum, Unwrought, Semimfr Forms Or In Powder Fm",Philippines,2005,10000,10000.0
7226 Fl-rl Alloy Steel Nesoi Un 600mm Wide,Singapore,2001,3800,
"3910 Silicones, In Primary Forms",Malaysia,2002,30257,30257.0
"3910 Silicones, In Primary Forms",Indonesia,2010,1310,1310.0
"7110 Platinum, Unwrought, Semimfr Forms Or In Powder Fm",Philippines,2004,130000,130000.0
"7110 Platinum, Unwrought, Semimfr Forms Or In Powder Fm","Korea, South",2008,376789,376789.0
"8108 Titanium & Articles Thereof, Includ Waste & Scrap",Japan,2002,57460232,57460232.0
7226 Fl-rl Alloy Steel Nesoi Un 600mm Wide,Japan,2008,18658080,18658080.0
"7110 Platinum, Unwrought, Semimfr Forms Or In Powder Fm",Japan,2006,56587116,56587116.0
"3910 Silicones, In Primary Forms",Malaysia,2001,20380,
7226 Fl-rl Alloy Steel Nesoi Un 600mm Wide,"Korea, South",2006,1100545,1100545.0
"8105 Cobalt Mattes Etc, Cobalt & Art, Inc Waste & Scrap","Korea, South",2007,953196,953196.0
"2801 Fluorine, Chlorine, Bromine & Iodine",Japan,2001,25103458,
"8105 Cobalt Mattes Etc, Cobalt & Art, Inc Waste & Scrap","Korea, South",2005,412638,412638.0
"8108 Titanium & Articles Thereof, Includ Waste & Scrap",Philippines,2008,5345,5345.0
"8108 Titanium & Articles Thereof, Includ Waste & Scrap",Japan,2006,156719059,156645022.0
8110 Antimony And Artcls Throf Incl Waste And Scrap,Vietnam,2007,842369,842369.0
"3910 Silicones, In Primary Forms",Taiwan,2006,191880,191880.0
"8108 Titanium & Articles Thereof, Includ Waste & Scrap",Malaysia,2008,12939,12939.0
2504 Natural Graphite,"Korea, South",2009,5653,5653.0
"3910 Silicones, In Primary Forms","Korea, South",2009,2933597,2933597.0
2820 Manganese Oxides,"Korea, South",2008,149698,149698.0
2846 Rare-earth Metal Compounds Of Yttrium Or Scandium,Taiwan,2001,146382,
"2801 Fluorine, Chlorine, Bromine & Iodine",Japan,2009,17121371,17121371.0
282520 Lithium Oxide And Hydroxide,Japan,2001,65810,
282520 Lithium Oxide And Hydroxide,Japan,2002,144608,144608.0
282520 Lithium Oxide And Hydroxide,Taiwan,2003,99866,99866.0
282520 Lithium Oxide And Hydroxide,Japan,2003,78401,78401.0
282520 Lithium Oxide And Hydroxide,Taiwan,2004,8848,8848.0
282520 Lithium Oxide And Hydroxide,Japan,2004,58926,58926.0
282520 Lithium Oxide And Hydroxide,Japan,2005,72130,72130.0
282520 Lithium Oxide And Hydroxide,Singapore,2006,3000,3000.0
282520 Lithium Oxide And Hydroxide,Japan,2006,68914,68914.0
282520 Lithium Oxide And Hydroxide,Japan,2007,12922,12922.0
282520 Lithium Oxide And Hydroxide,Taiwan,2008,3500,3500.0
282520 Lithium Oxide And Hydroxide,Japan,2008,131383,131383.0
282520 Lithium Oxide And Hydroxide,"Korea, South",2009,11150,11150.0
282520 Lithium Oxide And Hydroxide,Japan,2009,80930,80930.0
282520 Lithium Oxide And Hydroxide,"Korea, South",2010,28665,28665.0
282520 Lithium Oxide And Hydroxide,Hong Kong,2010,3000,3000.0
282520 Lithium Oxide And Hydroxide,Japan,2010,41449,41449.0
282540 Nickel Oxides And Hydroxides,Philippines,2001,26954,
282540 Nickel Oxides And Hydroxides,Japan,2001,5113158,
282540 Nickel Oxides And Hydroxides,Japan,2002,5219290,5219290.0
282540 Nickel Oxides And Hydroxides,Philippines,2003,12820,12820.0
282540 Nickel Oxides And Hydroxides,Taiwan,2003,113701,113701.0
282540 Nickel Oxides And Hydroxides,Japan,2003,5119485,5119485.0
282540 Nickel Oxides And Hydroxides,Japan,2004,8567794,8567794.0
282540 Nickel Oxides And Hydroxides,Philippines,2005,102960,102960.0
282540 Nickel Oxides And Hydroxides,Japan,2005,5049206,5049206.0
282540 Nickel Oxides And Hydroxides,Philippines,2006,55200,55200.0
282540 Nickel Oxides And Hydroxides,Japan,2006,7483455,7483455.0
282540 Nickel Oxides And Hydroxides,Japan,2007,9208006,9208006.0
282540 Nickel Oxides And Hydroxides,"Korea, South",2008,13200,13200.0
282540 Nickel Oxides And Hydroxides,Japan,2008,13148895,13148895.0
282540 Nickel Oxides And Hydroxides,Philippines,2009,607645,607645.0
282540 Nickel Oxides And Hydroxides,Japan,2009,3865105,3865105.0
282540 Nickel Oxides And Hydroxides,Philippines,2010,563316,563316.0
282540 Nickel Oxides And Hydroxides,Taiwan,2010,6550,6550.0
282540 Nickel Oxides And Hydroxides,Japan,2010,2580738,2580738.0
282550 Copper Oxides And Hydroxides,Hong Kong,2001,166912,
282550 Copper Oxides And Hydroxides,Japan,2001,52734,
282550 Copper Oxides And Hydroxides,"Korea, South",2002,5600,5600.0
282550 Copper Oxides And Hydroxides,Hong Kong,2002,221038,221038.0
282550 Copper Oxides And Hydroxides,Japan,2002,149060,149060.0
282550 Copper Oxides And Hydroxides,Hong Kong,2003,391679,391679.0
282550 Copper Oxides And Hydroxides,Japan,2003,172457,172457.0
282550 Copper Oxides And Hydroxides,"Korea, South",2004,2800,2800.0
282550 Copper Oxides And Hydroxides,Hong Kong,2004,593260,593260.0
282550 Copper Oxides And Hydroxides,Taiwan,2004,17037,17037.0
282550 Copper Oxides And Hydroxides,Japan,2004,174560,174560.0
282550 Copper Oxides And Hydroxides,"Korea, South",2005,12675,12675.0
282550 Copper Oxides And Hydroxides,Hong Kong,2005,611733,611733.0
282550 Copper Oxides And Hydroxides,Japan,2005,51589,51589.0
282550 Copper Oxides And Hydroxides,Hong Kong,2006,1427252,1427252.0
282550 Copper Oxides And Hydroxides,Japan,2006,59634,59634.0
282550 Copper Oxides And Hydroxides,Hong Kong,2007,1140141,1140141.0
282550 Copper Oxides And Hydroxides,Japan,2007,47898,47898.0
282550 Copper Oxides And Hydroxides,Hong Kong,2008,878541,878541.0
282550 Copper Oxides And Hydroxides,Japan,2008,51353,51353.0
282550 Copper Oxides And Hydroxides,Hong Kong,2009,458901,458901.0
282550 Copper Oxides And Hydroxides,Japan,2009,49900,49900.0
282550 Copper Oxides And Hydroxides,"Korea, South",2010,14850,14850.0
282550 Copper Oxides And Hydroxides,Hong Kong,2010,624406,624406.0
282550 Copper Oxides And Hydroxides,Japan,2010,119135,119135.0
282580 Antimony Oxides,Hong Kong,2001,965787,
282580 Antimony Oxides,Taiwan,2001,63428,
282580 Antimony Oxides,Japan,2001,429116,
282580 Antimony Oxides,Hong Kong,2002,1507186,1507186.0
282580 Antimony Oxides,Taiwan,2002,33300,33300.0
282580 Antimony Oxides,Japan,2002,494527,494527.0
282580 Antimony Oxides,Hong Kong,2003,4149981,4149981.0
282580 Antimony Oxides,Japan,2003,579960,579960.0
282580 Antimony Oxides,Vietnam,2004,48800,48800.0
282580 Antimony Oxides,Hong Kong,2004,1369616,1369616.0
282580 Antimony Oxides,Taiwan,2004,9149,9149.0
282580 Antimony Oxides,Japan,2004,765343,765343.0
282580 Antimony Oxides,Vietnam,2005,4953650,4953650.0
282580 Antimony Oxides,Hong Kong,2005,522174,522174.0
282580 Antimony Oxides,Japan,2005,2589906,2589906.0
282580 Antimony Oxides,Vietnam,2006,6604950,6604950.0
282580 Antimony Oxides,Hong Kong,2006,95969,95969.0
282580 Antimony Oxides,Japan,2006,1974496,1974496.0
282580 Antimony Oxides,Thailand,2007,8501,8501.0
282580 Antimony Oxides,Vietnam,2007,251000,251000.0
282580 Antimony Oxides,Hong Kong,2007,258467,258467.0
282580 Antimony Oxides,Japan,2007,1996840,1996840.0
282580 Antimony Oxides,Vietnam,2008,51000,51000.0
282580 Antimony Oxides,Hong Kong,2008,43000,43000.0
282580 Antimony Oxides,Taiwan,2008,823753,823753.0
282580 Antimony Oxides,Japan,2008,1473939,1473939.0
282580 Antimony Oxides,Taiwan,2009,557465,557465.0
282580 Antimony Oxides,Japan,2009,1057985,1057985.0
282580 Antimony Oxides,Hong Kong,2010,113135,113135.0
282580 Antimony Oxides,Taiwan,2010,1147580,1147580.0
282580 Antimony Oxides,Japan,2010,1981288,1981288.0
"711041 Iridium, Osmium And Ruthenium, Unwrought Or Powder",Singapore,2001,18806,
"711041 Iridium, Osmium And Ruthenium, Unwrought Or Powder",Japan,2001,2438,
"711041 Iridium, Osmium And Ruthenium, Unwrought Or Powder",Japan,2003,9685,9685.0
"711041 Iridium, Osmium And Ruthenium, Unwrought Or Powder",Singapore,2005,120000,120000.0
"711041 Iridium, Osmium And Ruthenium, Unwrought Or Powder",Taiwan,2005,2393,2393.0
"711041 Iridium, Osmium And Ruthenium, Unwrought Or Powder",Japan,2005,78436,78436.0
"711041 Iridium, Osmium And Ruthenium, Unwrought Or Powder",Singapore,2006,1726555,1726555.0
"711041 Iridium, Osmium And Ruthenium, Unwrought Or Powder",Japan,2006,284663,284663.0
"711041 Iridium, Osmium And Ruthenium, Unwrought Or Powder",Singapore,2007,11107364,11107364.0
"711041 Iridium, Osmium And Ruthenium, Unwrought Or Powder",Hong Kong,2007,1138374,1138374.0
"711041 Iridium, Osmium And Ruthenium, Unwrought Or Powder",Taiwan,2007,4068993,4068993.0
"711041 Iridium, Osmium And Ruthenium, Unwrought Or Powder",Japan,2007,2166743,2166743.0
"711041 Iridium, Osmium And Ruthenium, Unwrought Or Powder",Singapore,2008,356000,356000.0
"711041 Iridium, Osmium And Ruthenium, Unwrought Or Powder",Taiwan,2008,12421,12421.0
"711041 Iridium, Osmium And Ruthenium, Unwrought Or Powder",Japan,2008,4701244,4701244.0
"711041 Iridium, Osmium And Ruthenium, Unwrought Or Powder",Japan,2009,1925318,1925318.0
"711041 Iridium, Osmium And Ruthenium, Unwrought Or Powder",Japan,2010,3375226,3375226.0
"711049 Iridium, Osmium And Ruthenium, Semimanufactured",Singapore,2001,49495,
"711049 Iridium, Osmium And Ruthenium, Semimanufactured",Japan,2001,336887,
"711049 Iridium, Osmium And Ruthenium, Semimanufactured",Japan,2003,3362,3362.0
"711049 Iridium, Osmium And Ruthenium, Semimanufactured",Japan,2004,2543,2543.0
"711049 Iridium, Osmium And Ruthenium, Semimanufactured",Japan,2005,90290,90290.0
"711049 Iridium, Osmium And Ruthenium, Semimanufactured",Hong Kong,2006,138600,138600.0
"711049 Iridium, Osmium And Ruthenium, Semimanufactured",Taiwan,2006,3456,3456.0
"711049 Iridium, Osmium And Ruthenium, Semimanufactured",Japan,2006,219399,219399.0
"711049 Iridium, Osmium And Ruthenium, Semimanufactured",Hong Kong,2007,2121,2121.0
"711049 Iridium, Osmium And Ruthenium, Semimanufactured",Japan,2007,5048263,5048263.0
"711049 Iridium, Osmium And Ruthenium, Semimanufactured","Korea, South",2008,21022,21022.0
"711049 Iridium, Osmium And Ruthenium, Semimanufactured",Japan,2008,854477,854477.0
"711049 Iridium, Osmium And Ruthenium, Semimanufactured",Japan,2009,198376,198376.0
"711049 Iridium, Osmium And Ruthenium, Semimanufactured",Thailand,2010,6071,6071.0
"711049 Iridium, Osmium And Ruthenium, Semimanufactured",Japan,2010,250032,250032.0
850511 Permanent Magnets Made Of Metal,Thailand,2001,560804,
850511 Permanent Magnets Made Of Metal,Malaysia,2001,682728,
850511 Permanent Magnets Made Of Metal,Singapore,2001,111490,
850511 Permanent Magnets Made Of Metal,Philippines,2001,745303,
850511 Permanent Magnets Made Of Metal,"Korea, South",2001,1814324,
850511 Permanent Magnets Made Of Metal,Hong Kong,2001,2247951,
850511 Permanent Magnets Made Of Metal,Taiwan,2001,3081969,
850511 Permanent Magnets Made Of Metal,Japan,2001,30780378,
850511 Permanent Magnets Made Of Metal,Thailand,2002,568159,568159.0
850511 Permanent Magnets Made Of Metal,Malaysia,2002,671145,671145.0
850511 Permanent Magnets Made Of Metal,Singapore,2002,27905,27905.0
850511 Permanent Magnets Made Of Metal,Indonesia,2002,14186,14186.0
850511 Permanent Magnets Made Of Metal,Philippines,2002,691740,691740.0
850511 Permanent Magnets Made Of Metal,"Korea, South",2002,2000659,2000659.0
850511 Permanent Magnets Made Of Metal,Hong Kong,2002,654940,654940.0
850511 Permanent Magnets Made Of Metal,Taiwan,2002,3005438,3005438.0
850511 Permanent Magnets Made Of Metal,Japan,2002,31301661,30929697.0
850511 Permanent Magnets Made Of Metal,Thailand,2003,171379,171379.0
850511 Permanent Magnets Made Of Metal,Malaysia,2003,549475,549475.0
850511 Permanent Magnets Made Of Metal,Singapore,2003,27054,27054.0
850511 Permanent Magnets Made Of Metal,Indonesia,2003,19499,19499.0
850511 Permanent Magnets Made Of Metal,Philippines,2003,506962,506962.0
850511 Permanent Magnets Made Of Metal,"Korea, South",2003,1735113,1716384.0
850511 Permanent Magnets Made Of Metal,Hong Kong,2003,768061,658469.0
850511 Permanent Magnets Made Of Metal,Taiwan,2003,4646615,4646615.0
850511 Permanent Magnets Made Of Metal,Japan,2003,36953661,36439853.0
850511 Permanent Magnets Made Of Metal,Thailand,2004,38922,38922.0
850511 Permanent Magnets Made Of Metal,Vietnam,2004,2785,2785.0
850511 Permanent Magnets Made Of Metal,Malaysia,2004,179498,179498.0
850511 Permanent Magnets Made Of Metal,Singapore,2004,93784,93784.0
850511 Permanent Magnets Made Of Metal,Indonesia,2004,27825,27825.0
850511 Permanent Magnets Made Of Metal,Philippines,2004,630758,630758.0
850511 Permanent Magnets Made Of Metal,Macau,2004,2400,2400.0
850511 Permanent Magnets Made Of Metal,"Korea, South",2004,5931376,4205649.0
850511 Permanent Magnets Made Of Metal,Hong Kong,2004,746176,679031.0
850511 Permanent Magnets Made Of Metal,Taiwan,2004,2931960,2931960.0
850511 Permanent Magnets Made Of Metal,Japan,2004,32368417,31220063.0
850511 Permanent Magnets Made Of Metal,Thailand,2005,33385,33385.0
850511 Permanent Magnets Made Of Metal,Vietnam,2005,30309,30309.0
850511 Permanent Magnets Made Of Metal,Malaysia,2005,243277,243277.0
850511 Permanent Magnets Made Of Metal,Singapore,2005,75624,75624.0
850511 Permanent Magnets Made Of Metal,Indonesia,2005,41043,41043.0
850511 Permanent Magnets Made Of Metal,Philippines,2005,1272799,1272799.0
850511 Permanent Magnets Made Of Metal,"Korea, South",2005,4342259,2437947.0
850511 Permanent Magnets Made Of Metal,Hong Kong,2005,707226,707226.0
850511 Permanent Magnets Made Of Metal,Taiwan,2005,3818738,3818738.0
850511 Permanent Magnets Made Of Metal,Japan,2005,33734852,33246442.0
850511 Permanent Magnets Made Of Metal,Thailand,2006,13232,13232.0
850511 Permanent Magnets Made Of Metal,Vietnam,2006,27395,27395.0
850511 Permanent Magnets Made Of Metal,Malaysia,2006,1143478,1143478.0
850511 Permanent Magnets Made Of Metal,Singapore,2006,151567,151567.0
850511 Permanent Magnets Made Of Metal,Indonesia,2006,51859,51859.0
850511 Permanent Magnets Made Of Metal,Philippines,2006,2640085,2640085.0
850511 Permanent Magnets Made Of Metal,"Korea, South",2006,5221450,2101920.0
850511 Permanent Magnets Made Of Metal,Hong Kong,2006,699018,699018.0
850511 Permanent Magnets Made Of Metal,Taiwan,2006,3564379,3564379.0
850511 Permanent Magnets Made Of Metal,Japan,2006,29527992,28812544.0
850511 Permanent Magnets Made Of Metal,Thailand,2007,66195,66195.0
850511 Permanent Magnets Made Of Metal,Vietnam,2007,17565,17565.0
850511 Permanent Magnets Made Of Metal,Malaysia,2007,867315,867315.0
850511 Permanent Magnets Made Of Metal,Singapore,2007,121550,121550.0
850511 Permanent Magnets Made Of Metal,Indonesia,2007,79229,79229.0
850511 Permanent Magnets Made Of Metal,Philippines,2007,4410328,4410328.0
850511 Permanent Magnets Made Of Metal,"Korea, South",2007,6533321,2665717.0
850511 Permanent Magnets Made Of Metal,Hong Kong,2007,938600,938600.0
850511 Permanent Magnets Made Of Metal,Taiwan,2007,3434751,3434751.0
850511 Permanent Magnets Made Of Metal,Japan,2007,27270666,26661512.0
850511 Permanent Magnets Made Of Metal,Thailand,2008,83629,83629.0
850511 Permanent Magnets Made Of Metal,Vietnam,2008,7027,7027.0
850511 Permanent Magnets Made Of Metal,Malaysia,2008,457508,457508.0
850511 Permanent Magnets Made Of Metal,Singapore,2008,94990,94990.0
850511 Permanent Magnets Made Of Metal,Indonesia,2008,64822,64822.0
850511 Permanent Magnets Made Of Metal,Philippines,2008,4467465,4467465.0
850511 Permanent Magnets Made Of Metal,"Korea, South",2008,5176788,2285152.0
850511 Permanent Magnets Made Of Metal,Hong Kong,2008,1175484,1090204.0
850511 Permanent Magnets Made Of Metal,Taiwan,2008,2833438,2833438.0
850511 Permanent Magnets Made Of Metal,Japan,2008,28134265,27324179.0
850511 Permanent Magnets Made Of Metal,Thailand,2009,131344,131344.0
850511 Permanent Magnets Made Of Metal,Vietnam,2009,23810,23810.0
850511 Permanent Magnets Made Of Metal,Malaysia,2009,818059,818059.0
850511 Permanent Magnets Made Of Metal,Singapore,2009,33239,33239.0
850511 Permanent Magnets Made Of Metal,Indonesia,2009,40799,40799.0
850511 Permanent Magnets Made Of Metal,Philippines,2009,3182225,3182225.0
850511 Permanent Magnets Made Of Metal,"Korea, South",2009,2522484,990167.0
850511 Permanent Magnets Made Of Metal,Hong Kong,2009,436058,429438.0
850511 Permanent Magnets Made Of Metal,Taiwan,2009,2050315,2050315.0
850511 Permanent Magnets Made Of Metal,Japan,2009,12644197,12098112.0
850511 Permanent Magnets Made Of Metal,Thailand,2010,33568,33568.0
850511 Permanent Magnets Made Of Metal,Vietnam,2010,44134,44134.0
850511 Permanent Magnets Made Of Metal,Malaysia,2010,1100582,1100582.0
850511 Permanent Magnets Made Of Metal,Singapore,2010,126976,126976.0
850511 Permanent Magnets Made Of Metal,Indonesia,2010,66884,66884.0
850511 Permanent Magnets Made Of Metal,Philippines,2010,9156848,9156848.0
850511 Permanent Magnets Made Of Metal,"Korea, South",2010,4560973,1534631.0
850511 Permanent Magnets Made Of Metal,Hong Kong,2010,671094,671094.0
850511 Permanent Magnets Made Of Metal,Taiwan,2010,2521177,2521177.0
850511 Permanent Magnets Made Of Metal,Japan,2010,19949905,19247254.0
"850650 Primary Cells And Batteries, Lithium",Malaysia,2001,1237072,
"850650 Primary Cells And Batteries, Lithium",Singapore,2001,502445,
"850650 Primary Cells And Batteries, Lithium",Indonesia,2001,522400,
"850650 Primary Cells And Batteries, Lithium",Philippines,2001,82000,
"850650 Primary Cells And Batteries, Lithium","Korea, South",2001,1813556,
"850650 Primary Cells And Batteries, Lithium",Hong Kong,2001,891629,
"850650 Primary Cells And Batteries, Lithium",Taiwan,2001,3870358,
"850650 Primary Cells And Batteries, Lithium",Japan,2001,70500466,
"850650 Primary Cells And Batteries, Lithium",Malaysia,2002,2193725,2450445.0
"850650 Primary Cells And Batteries, Lithium",Singapore,2002,518205,518205.0
"850650 Primary Cells And Batteries, Lithium",Indonesia,2002,1472329,1472329.0
"850650 Primary Cells And Batteries, Lithium",Philippines,2002,5104,5104.0
"850650 Primary Cells And Batteries, Lithium","Korea, South",2002,4239722,4239722.0
"850650 Primary Cells And Batteries, Lithium",Hong Kong,2002,1403243,1416195.0
"850650 Primary Cells And Batteries, Lithium",Taiwan,2002,8610492,8610492.0
