Commodities,Countries,Country Subcode,Rate Provision,District,Time,Customs Value (Gen) ($US) (Default Member),Customs Value (Cons) ($US),Quantity 1 (Gen),Quantity 1 (Cons),Quantity 2 (Gen),Quantity 2 (Cons)
"2606 Aluminum Ores And Concentrates","APEC - Asia Pacific Economic Co-operation","All Country Subcodes","All Rate Provisions","All Districts","2003","21744404","21744404","","","",""
"8108 Titanium & Articles Thereof, Includ Waste & Scrap","APEC - Asia Pacific Economic Co-operation","All Country Subcodes","All Rate Provisions","All Districts","2009","249599103","319901286","","","",""
"7225 Fl-rl Alloy Steel Nesoi Nun 600mm Wide","APEC - Asia Pacific Economic Co-operation","All Country Subcodes","All Rate Provisions","All Districts","2007","621244104","621244104","","","",""
"8108 Titanium & Articles Thereof, Includ Waste & Scrap","APEC - Asia Pacific Economic Co-operation","All Country Subcodes","All Rate Provisions","All Districts","2003","111926970","111229034","","","",""
"8105 Cobalt Mattes Etc, Cobalt & Art, Inc Waste & Scrap","APEC - Asia Pacific Economic Co-operation","All Country Subcodes","All Rate Provisions","All Districts","2001","76961932","","","","",""
"8110 Antimony And Artcls Throf Incl Waste And Scrap","APEC - Asia Pacific Economic Co-operation","All Country Subcodes","All Rate Provisions","All Districts","2003","10714360","10719087","","","",""
"7226 Fl-rl Alloy Steel Nesoi Un 600mm Wide","APEC - Asia Pacific Economic Co-operation","All Country Subcodes","All Rate Provisions","All Districts","2010","107298028","107298028","","","",""
"8108 Titanium & Articles Thereof, Includ Waste & Scrap","APEC - Asia Pacific Economic Co-operation","All Country Subcodes","All Rate Provisions","All Districts","2005","266049226","249531892","","","",""
"8111 Manganese And Artcles Thereof, Inc Waste And Scrap","APEC - Asia Pacific Economic Co-operation","All Country Subcodes","All Rate Provisions","All Districts","2008","86582217","80565889","","","",""
"7110 Platinum, Unwrought, Semimfr Forms Or In Powder Fm","APEC - Asia Pacific Economic Co-operation","All Country Subcodes","All Rate Provisions","All Districts","2004","580356950","580356950","","","",""
"7225 Fl-rl Alloy Steel Nesoi Nun 600mm Wide","APEC - Asia Pacific Economic Co-operation","All Country Subcodes","All Rate Provisions","All Districts","2009","465062879","465062879","","","",""
"7225 Fl-rl Alloy Steel Nesoi Nun 600mm Wide","APEC - Asia Pacific Economic Co-operation","All Country Subcodes","All Rate Provisions","All Districts","2004","413882993","409862455","","","",""
"8111 Manganese And Artcles Thereof, Inc Waste And Scrap","APEC - Asia Pacific Economic Co-operation","All Country Subcodes","All Rate Provisions","All Districts","2005","24998787","23312067","","","",""
"8112 Beryllium,chromium,hafnium,rhenium Etc & Articles","APEC - Asia Pacific Economic Co-operation","All Country Subcodes","All Rate Provisions","All Districts","2008","226654451","226070027","","","",""
"8105 Cobalt Mattes Etc, Cobalt & Art, Inc Waste & Scrap","APEC - Asia Pacific Economic Co-operation","All Country Subcodes","All Rate Provisions","All Districts","2003","58924778","58924778","","","",""
"8110 Antimony And Artcls Throf Incl Waste And Scrap","APEC - Asia Pacific Economic Co-operation","All Country Subcodes","All Rate Provisions","All Districts","2005","18294922","18370922","","","",""
"2801 Fluorine, Chlorine, Bromine & Iodine","APEC - Asia Pacific Economic Co-operation","All Country Subcodes","All Rate Provisions","All Districts","2008","234459968","234459968","","","",""
"2504 Natural Graphite","APEC - Asia Pacific Economic Co-operation","All Country Subcodes","All Rate Provisions","All Districts","2004","22527439","22527439","","","",""
"7225 Fl-rl Alloy Steel Nesoi Nun 600mm Wide","APEC - Asia Pacific Economic Co-operation","All Country Subcodes","All Rate Provisions","All Districts","2010","645877631","645877631","","","",""
"3801 Artificial Graphite; Collodial Graphite & Prep Etc","APEC - Asia Pacific Economic Co-operation","All Country Subcodes","All Rate Provisions","All Districts","2008","76430332","76430332","","","",""
"8110 Antimony And Artcls Throf Incl Waste And Scrap","APEC - Asia Pacific Economic Co-operation","All Country Subcodes","All Rate Provisions","All Districts","2004","17467855","17530071","","","",""
"8111 Manganese And Artcles Thereof, Inc Waste And Scrap","APEC - Asia Pacific Economic Co-operation","All Country Subcodes","All Rate Provisions","All Districts","2006","29980860","29672860","","","",""
"2846 Rare-earth Metal Compounds Of Yttrium Or Scandium","APEC - Asia Pacific Economic Co-operation","All Country Subcodes","All Rate Provisions","All Districts","2005","66415184","66415184","","","",""
"7225 Fl-rl Alloy Steel Nesoi Nun 600mm Wide","APEC - Asia Pacific Economic Co-operation","All Country Subcodes","All Rate Provisions","All Districts","2008","899789739","896591432","","","",""
"8105 Cobalt Mattes Etc, Cobalt & Art, Inc Waste & Scrap","APEC - Asia Pacific Economic Co-operation","All Country Subcodes","All Rate Provisions","All Districts","2008","349361926","354467814","","","",""
"2504 Natural Graphite","APEC - Asia Pacific Economic Co-operation","All Country Subcodes","All Rate Provisions","All Districts","2008","39327547","39327547","","","",""
"2801 Fluorine, Chlorine, Bromine & Iodine","APEC - Asia Pacific Economic Co-operation","All Country Subcodes","All Rate Provisions","All Districts","2005","226991648","226991648","","","",""
"8111 Manganese And Artcles Thereof, Inc Waste And Scrap","APEC - Asia Pacific Economic Co-operation","All Country Subcodes","All Rate Provisions","All Districts","2001","5521041","","","","",""
"2846 Rare-earth Metal Compounds Of Yttrium Or Scandium","APEC - Asia Pacific Economic Co-operation","All Country Subcodes","All Rate Provisions","All Districts","2008","156897105","145490040","","","",""
"2820 Manganese Oxides","APEC - Asia Pacific Economic Co-operation","All Country Subcodes","All Rate Provisions","All Districts","2009","14240640","14240640","","","",""
"2846 Rare-earth Metal Compounds Of Yttrium Or Scandium","APEC - Asia Pacific Economic Co-operation","All Country Subcodes","All Rate Provisions","All Districts","2001","78673312","","","","",""
"2606 Aluminum Ores And Concentrates","APEC - Asia Pacific Economic Co-operation","All Country Subcodes","All Rate Provisions","All Districts","2004","39007984","39007984","","","",""
"8108 Titanium & Articles Thereof, Includ Waste & Scrap","APEC - Asia Pacific Economic Co-operation","All Country Subcodes","All Rate Provisions","All Districts","2008","413323042","452112166","","","",""
"3910 Silicones, In Primary Forms","APEC - Asia Pacific Economic Co-operation","All Country Subcodes","All Rate Provisions","All Districts","2006","134481408","133679125","","","",""
"8105 Cobalt Mattes Etc, Cobalt & Art, Inc Waste & Scrap","APEC - Asia Pacific Economic Co-operation","All Country Subcodes","All Rate Provisions","All Districts","2004","173856409","173856409","","","",""
"2603 Copper Ores And Concentrates","APEC - Asia Pacific Economic Co-operation","All Country Subcodes","All Rate Provisions","All Districts","2008","103660114","1225503","","","",""
"2504 Natural Graphite","APEC - Asia Pacific Economic Co-operation","All Country Subcodes","All Rate Provisions","All Districts","2002","13645296","13645296","","","",""
"2606 Aluminum Ores And Concentrates","APEC - Asia Pacific Economic Co-operation","All Country Subcodes","All Rate Provisions","All Districts","2002","18297651","18297651","","","",""
"2605 Cobalt Ores And Concentrates","APEC - Asia Pacific Economic Co-operation","All Country Subcodes","All Rate Provisions","All Districts","2010","169800","169800","","","",""
"8110 Antimony And Artcls Throf Incl Waste And Scrap","APEC - Asia Pacific Economic Co-operation","All Country Subcodes","All Rate Provisions","All Districts","2006","30221221","30099621","","","",""
"2614 Titanium Ores And Concentrates","APEC - Asia Pacific Economic Co-operation","All Country Subcodes","All Rate Provisions","All Districts","2003","136065454","136065454","","","",""
"2614 Titanium Ores And Concentrates","APEC - Asia Pacific Economic Co-operation","All Country Subcodes","All Rate Provisions","All Districts","2009","98544451","98544451","","","",""
"7226 Fl-rl Alloy Steel Nesoi Un 600mm Wide","APEC - Asia Pacific Economic Co-operation","All Country Subcodes","All Rate Provisions","All Districts","2001","23335278","","","","",""
"8108 Titanium & Articles Thereof, Includ Waste & Scrap","APEC - Asia Pacific Economic Co-operation","All Country Subcodes","All Rate Provisions","All Districts","2010","365596270","409397927","","","",""
"2602 Manganese Ores A Concntrts Inc Ferr Mangn Iron Ore","APEC - Asia Pacific Economic Co-operation","All Country Subcodes","All Rate Provisions","All Districts","2002","3575813","3575813","","","",""
"7226 Fl-rl Alloy Steel Nesoi Un 600mm Wide","APEC - Asia Pacific Economic Co-operation","All Country Subcodes","All Rate Provisions","All Districts","2004","33224613","32665268","","","",""
"3801 Artificial Graphite; Collodial Graphite & Prep Etc","APEC - Asia Pacific Economic Co-operation","All Country Subcodes","All Rate Provisions","All Districts","2001","25271887","","","","",""
"8110 Antimony And Artcls Throf Incl Waste And Scrap","APEC - Asia Pacific Economic Co-operation","All Country Subcodes","All Rate Provisions","All Districts","2009","18874870","18872566","","","",""
"2846 Rare-earth Metal Compounds Of Yttrium Or Scandium","APEC - Asia Pacific Economic Co-operation","All Country Subcodes","All Rate Provisions","All Districts","2010","146614998","138366995","","","",""
"3910 Silicones, In Primary Forms","APEC - Asia Pacific Economic Co-operation","All Country Subcodes","All Rate Provisions","All Districts","2008","175776003","174558929","","","",""
"3801 Artificial Graphite; Collodial Graphite & Prep Etc","APEC - Asia Pacific Economic Co-operation","All Country Subcodes","All Rate Provisions","All Districts","2003","24779098","24779098","","","",""
"7226 Fl-rl Alloy Steel Nesoi Un 600mm Wide","APEC - Asia Pacific Economic Co-operation","All Country Subcodes","All Rate Provisions","All Districts","2009","64438850","64438850","","","",""
"2606 Aluminum Ores And Concentrates","APEC - Asia Pacific Economic Co-operation","All Country Subcodes","All Rate Provisions","All Districts","2010","36600953","36600953","","","",""
"3801 Artificial Graphite; Collodial Graphite & Prep Etc","APEC - Asia Pacific Economic Co-operation","All Country Subcodes","All Rate Provisions","All Districts","2006","72426236","72426236","","","",""
"8105 Cobalt Mattes Etc, Cobalt & Art, Inc Waste & Scrap","APEC - Asia Pacific Economic Co-operation","All Country Subcodes","All Rate Provisions","All Districts","2007","270154698","265831079","","","",""
"2820 Manganese Oxides","APEC - Asia Pacific Economic Co-operation","All Country Subcodes","All Rate Provisions","All Districts","2004","26140491","26140491","","","",""
"2614 Titanium Ores And Concentrates","APEC - Asia Pacific Economic Co-operation","All Country Subcodes","All Rate Provisions","All Districts","2010","123928925","123928925","","","",""
"3910 Silicones, In Primary Forms","APEC - Asia Pacific Economic Co-operation","All Country Subcodes","All Rate Provisions","All Districts","2004","101871796","100848245","","","",""
"2603 Copper Ores And Concentrates","APEC - Asia Pacific Economic Co-operation","All Country Subcodes","All Rate Provisions","All Districts","2004","24656786","24656786","","","",""
"2614 Titanium Ores And Concentrates","APEC - Asia Pacific Economic Co-operation","All Country Subcodes","All Rate Provisions","All Districts","2002","125465391","125465391","","","",""
"8112 Beryllium,chromium,hafnium,rhenium Etc & Articles","APEC - Asia Pacific Economic Co-operation","All Country Subcodes","All Rate Provisions","All Districts","2006","151795467","152299927","","","",""
"2801 Fluorine, Chlorine, Bromine & Iodine","APEC - Asia Pacific Economic Co-operation","All Country Subcodes","All Rate Provisions","All Districts","2006","226349928","226349928","","","",""
"2603 Copper Ores And Concentrates","APEC - Asia Pacific Economic Co-operation","All Country Subcodes","All Rate Provisions","All Districts","2005","460051","460051","","","",""
"3801 Artificial Graphite; Collodial Graphite & Prep Etc","APEC - Asia Pacific Economic Co-operation","All Country Subcodes","All Rate Provisions","All Districts","2009","47508248","47508248","","","",""
"8111 Manganese And Artcles Thereof, Inc Waste And Scrap","APEC - Asia Pacific Economic Co-operation","All Country Subcodes","All Rate Provisions","All Districts","2007","78079968","77055673","","","",""
"2846 Rare-earth Metal Compounds Of Yttrium Or Scandium","APEC - Asia Pacific Economic Co-operation","All Country Subcodes","All Rate Provisions","All Districts","2002","49913546","49699056","","","",""
"2614 Titanium Ores And Concentrates","APEC - Asia Pacific Economic Co-operation","All Country Subcodes","All Rate Provisions","All Districts","2005","110754185","110754185","","","",""
"8108 Titanium & Articles Thereof, Includ Waste & Scrap","APEC - Asia Pacific Economic Co-operation","All Country Subcodes","All Rate Provisions","All Districts","2006","407688642","416118198","","","",""
"7226 Fl-rl Alloy Steel Nesoi Un 600mm Wide","APEC - Asia Pacific Economic Co-operation","All Country Subcodes","All Rate Provisions","All Districts","2008","85216381","85216381","","","",""
